_key,id,str_id,name,link,icon
645,645,deepslate_tile_wall,Deepslate Tile Wall,,
646,646,deepslate_bricks,Deepslate Bricks,,
647,647,deepslate_brick_slab,Deepslate Brick Slab,,
648,648,deepslate_brick_stairs,Deepslate Brick Stairs,,
649,649,deepslate_brick_wall,Deepslate Brick Wall,,
650,650,chiseled_deepslate,Chiseled Deepslate,,
651,651,cobbled_deepslate_double_slab,Cobbled Deepslate Double Slab,,
652,652,polished_deepslate_double_slab,Polished Deepslate Double Slab,,
653,653,deepslate_tile_double_slab,Deepslate Tile Double Slab,,
654,654,deepslate_brick_double_slab,Deepslate Brick Double Slab,,
655,655,deepslate_lapis_ore,Deepslate Lapis Lazuli Ore,,
656,656,deepslate_iron_ore,Deepslate Iron Ore,,
657,657,deepslate_gold_ore,Deepslate Gold Ore,,
658,658,deepslate_redstone_ore,Deepslate Redstone Ore,,
659,659,lit_deepslate_redstone_ore,Lit Deepslate Redstone Ore,,Deepslate Redstone Ore
660,660,deepslate_diamond_ore,Deepslate Diamond Ore,,
661,661,deepslate_coal_ore,Deepslate Coal Ore,,
662,662,deepslate_emerald_ore,Deepslate Emerald Ore,,
663,663,deepslate_copper_ore,Deepslate Copper Ore,,
664,664,cracked_deepslate_tiles,Cracked Deepslate Tiles,,
665,665,cracked_deepslate_bricks,Cracked Deepslate Bricks,,
666,666,glow_lichen,Glow Lichen,,
667,667,candle,Candle,,
668,668,white_candle,White Candle,,
669,669,orange_candle,Orange Candle,,
670,670,magenta_candle,Magenta Candle,,
671,671,light_blue_candle,Light Blue Candle,,
672,672,yellow_candle,Yellow Candle,,
673,673,lime_candle,Lime Candle,,
674,674,pink_candle,Pink Candle,,
675,675,gray_candle,Gray Candle,,
676,676,light_gray_candle,Light Gray Candle,,
677,677,cyan_candle,Cyan Candle,,
678,678,purple_candle,Purple Candle,,
679,679,blue_candle,Blue Candle,,
680,680,brown_candle,Brown Candle,,
681,681,green_candle,Green Candle,,
682,682,red_candle,Red Candle,,
683,683,black_candle,Black Candle,,
684,684,candle_cake,Cake with Candle,,
685,685,white_candle_cake,Cake with White Candle,,
686,686,orange_candle_cake,Cake with Orange Candle,,
687,687,magenta_candle_cake,Cake with Magenta Candle,,
688,688,light_blue_candle_cake,Cake with Light Blue Candle,,
689,689,yellow_candle_cake,Cake with Yellow Candle,,
690,690,lime_candle_cake,Cake with Lime Candle,,
691,691,pink_candle_cake,Cake with Pink Candle,,
692,692,gray_candle_cake,Cake with Gray Candle,,
693,693,light_gray_candle_cake,Cake with Light Gray Candle,,
694,694,cyan_candle_cake,Cake with Cyan Candle,,
695,695,purple_candle_cake,Cake with Purple Candle,,
696,696,blue_candle_cake,Cake with Blue Candle,,
697,697,brown_candle_cake,Cake with Brown Candle,,
698,698,green_candle_cake,Cake with Green Candle,,
699,699,red_candle_cake,Cake with Red Candle,,
700,700,black_candle_cake,Cake with Black Candle,,
701,701,waxed_oxidized_copper,Waxed Oxidized Copper,,
702,702,waxed_oxidized_cut_copper,Waxed Oxidized Cut Copper,,
703,703,waxed_oxidized_cut_copper_stairs,Waxed Oxidized Cut Copper Stairs,,
704,704,waxed_oxidized_cut_copper_slab,Waxed Oxidized Cut Copper Slab,,
705,705,waxed_oxidized_double_cut_copper_slab,Waxed Oxidized Double Cut Copper Slab,,
706,706,raw_iron_block,Block of Raw Iron,,
707,707,raw_copper_block,Block of Raw Copper,,
708,708,raw_gold_block,Block of Raw Gold,,
709,709,infested_deepslate,Infested Deepslate,,
713,713,sculk,Sculk,,
714,714,sculk_vein,Sculk Vein,,
715,715,sculk_catalyst,Sculk Catalyst,,
716,716,sculk_shrieker,Sculk Shrieker,,
720,720,client_request_placeholder_block,Client Request Placeholder Block,,
721,721,mysterious_frame,Mysterious Frame,,
722,722,mysterious_frame_slot,Mysterious Frame Slot,,
723,723,frog_spawn,Frog Spawn,,
724,724,pearlescent_froglight,Pearlescent Froglight,,
725,725,verdant_froglight,Verdant Froglight,,
726,726,ochre_froglight,Ochre Froglight,,
